ID	Abstract
1802	Involvement of the prostate by tuberculosis (TB) occurs rarely and tuberculosis prostate abscess is an even rarer occurrence. It has been reported in immunocompromised patients, mainly human immunodeficiency virus seropositive individuals. We are reporting a case of tuberculosis prostatic abscess in an immunocompetent patient with relapse of TB. 
1803	Autologous hematopoietic cell transplantation (AHCT) is curative for 60% of patients with relapsed or refractory Hodgkin lymphoma (R/R HL). A more precise assessment of the depth of remission before AHCT may help to identify patients likely to benefit from AHCT. We aimed to determine whether positron emission tomography (PET)-based quantitative parameters of total metabolic tumor volume (TMTV), total lesion glycolysis (TLG), and maximal standardized uptake volume (SUV 
1804	Colorectal cancer screening aims to detect colorectal cancer at an early stage, when treatment is more likely to be curative. Lack of participation in such screening is a major issue in primary care practices, where nurse practitioners (NPs) often provide care. This study aimed to determine whether an educational intervention for NPs would increase their awareness of, and increase patients' participation in, colorectal cancer screening. â€©. 
1805	A high-throughput screen (HTS) of human 6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3 (PFKFB3) resulted in several series of compounds with the potential for further optimization. Informatics was used to identify active chemotypes with lead-like profiles and remove compounds that commonly occurred as actives in other HTS screens. The activities were confirmed with IC 
1806	Seselin and alloxanthoxyletin, naturally occurring pyranocoumarins, were recently isolated from a number of plant sources, such as family of Rutaceae. It was previously reported that their natural and synthetic derivatives show cytotoxic and antitumor activity. In the present study new series of O-aminoalkyl substituted alloxanthoxyletins and seselins were synthesized and evaluated for their anticancer toxicity. Microwave assisted synthesis was used, and the structures of the compounds were confirmed by  
1807	In this study, the antioxidant, antinociceptive, hepatoprotective, nephroprotective properties and the bioactive composition of Lycium europaeum were investigated. Polyphenols and total tannin contents were measured by colorimetric methods The antioxidant activity in vitro was evaluated using the reducing power, 2,2-diphenyl-1-picrylhydrazyl radical and phosphomolybdenum assays. The hepatotoxicity and nephrotoxicity effects were studied using carbon tetrachloride (CCl 
1808	Rice and rice products have been reported to contain high contents of toxic inorganic arsenic (iAs). The inorganic arsenic contents in microwavable ready-to-eat rice products (n=30) and different types of Korean rice (n=102) were determined by a gas chromatography-tandem mass spectrometry (GC-MS/MS). The method showed low limit of detection (0.015pg), high intra- and inter-day repeatability (<7.3%, RSD), and recovery rates (90-117%). The mean iAs content in the ready-to-eat rice products was 59ÎĽgkg 
1809	New treatments for triple-negative breast cancer (TNBC) are urgently needed. Despite there being little evidence of clinical activity as single-agent therapies, we show that dual blockade of PI3KÎ± and CDK4/6 is synergistically effective against multiple  
1810	We previously demonstrated that for tazobactam administered in combination with ceftolozane, the pharmacokinetic-pharmacodynamic (PK-PD) index that best described tazobactam efficacy was the percentage of the dosing interval that tazobactam concentrations were above a threshold (% 
1811	Despite evidence of significant clinical benefit, for patients with cardiovascular disease, adherence and persistence to treatment is often problematic. Once Daily dosing may increase treatment adherence and persistence. In this review, we discussed the effects of single dose anticoagulant use on treament adherence and persistence. 
1812	Afatinib (Gilotrifâ„˘) is widely used to treat patients with mutant activating epidermal growth factor receptor- (EGFR-) dependent lung adenocarcinoma; however, it has various adverse side effects. Here, we report a patient with afatinib-induced paronychia. After Chinese medicine treatment with the well-known anticancer Chinese herbs, Jen-Ren-Hwo-Minq-Saan, and decoction of Ban-Zhi-Lian  
1813	Immune reconstitution inflammatory syndrome can present as a paradoxical reaction after initiation of antiretroviral treatment in patients with severe immunosuppression and underlying infections. Immune reconstitution inflammatory syndrome has often been associated with mycobacteria, and the clinical response to traditional treatment with corticosteroids is not always satisfactory. Consequently, administration of an infliximab biosimilar could lead to an improvement in the clinical status of these patients. 
1814	Veliparib combined with carboplatin (VC) was an experimental regimen evaluated in the biomarker-rich neoadjuvant I-SPY 2 trial for breast cancer. VC showed improved efficacy in the triple negative signature. However, not all triple negative patients achieved pathologic complete response and some HR+HER2- patients responded. Pre-specified analysis of five DNA repair deficiency biomarkers (BRCA1/2 germline mutation; PARPi-7,  
1815	There are no approved treatments for chronic antibody mediated rejection (ABMR). We conducted a multicenter, prospective, randomized, placebo-controlled, double-blind clinical trial to evaluate efficacy and safety of intravenous immunoglobulins (IVIG) combined with rituximab (RTX) (EudraCT 2010-023746-67). Patients with transplant glomerulopathy and anti-HLA donor-specific antibodies (DSA) were eligible. Patients with estimated glomerular filtration rate (eGFR) <20 mL/min per 1.73m 
1816	Neuropathic pain triggered by peripheral nerve lesion is extremely difficult to manage with current approaches, hence the importance of exploring therapeutic alternatives. We have analysed adipose-derived mesenchymal stem cells (AD-MSCs) and fibroblast growth factor 1 gene-transfected adipose-derived mesenchymal stem cells (AD-MSCs  Administration of AD-MSCs  The intravenous administration of AD-MSCs  AD-MSCs  
1817	An unusual case of pleural empyema related to Nocardia farcinica and Ureaplasma urealyticum, occurring after autologous haematopoietic stem cell transplantation in a 30-year-old patient with lymphoma, is reported. This case illustrates the role of repeated and comprehensive microbiological investigations and the contribution of molecular techniques in reaching the aetiological diagnosis. 
1818	Five selaginellin derivatives (1 and 3-6) including a new one, selaginellin T (1), and a new triarylbenzophenone analog, selagibenzophenone A (2), were isolated from the whole plants of Selaginella pulvinata. Their structures were determined by 1D- and 2D-NMR and HR-ESI-MS data. Selagibenzophenone A (2) is the first example of naturally occurring triarylbenzophenone. The results of the phosphodiesterase-4 (PDE4) inhibitory screening assays showed that compounds 1-6 exhibited potent activities with the IC 
1819	In this study, we systematically investigated the plasma pharmacokinetics, tissue distribution, and elimination of three active alkaloids after oral administration of the effective fraction of alkaloids from  
1820	Small dense LDL particles (sd-LDL) and body shape index (ABSI), were evaluated in 228 women, living in Naples, Italy (Progetto ATENA). Serum cholesterol, HDL-cholesterol, LDL-cholesterol, triglycerides, insulin, HOMA, Apo B, hs-CPR and sd-LDL were measured. LDL particle separation was performed by Lipoprint System: seven LDL subfractions were obtained and LDL score (% of sd-LDL particles) calculated. ABSI was calculated according to Krakauer's formula: ABSI (m 
1821	The purpose of this study was to investigate how CD44 impaired Akt phosphorylation, EGR-1 expression and cell proliferation. E6.1 Jurkat cells, which lack endogenous CD44 expression, were engineered to express CD44. Previously we showed that Akt is hypophosphorylated, EGR-1 expression is reduced and proliferation is impaired in CD44 expressing E6.1 Jurkat cells. The cell cycle was studied using flow cytometry and the role of calcium (Ca 
1822	Mutations in the human SLC26A4/Pendrin polypeptide (hPDS) cause Pendred Syndrome /DFNB4, syndromic deafness with enlargement of the vestibular aqueduct and low-penetrance goiter. Here we present data on cloning, protein overexpression and purification, refolding, and biophysical characterization of the recombinant hPDS STAS domain lacking its intrinsic variable sequence (STAS-Î”IVS). We report a reproducible protein refolding protocol enabling milligram scale expression and purification of uniformly  
1823	This study shows the effects of spices, and their phenolic and flavonoid compounds, on prostate cell lines (PNT1A, 22RV1 and PC3). The results of an MTT assay on extracts from eight spices revealed the strongest inhibitory effects were from black pepper and caraway seed extracts. The strongest inhibitory effect on prostatic cells was observed after the application of extracts of spices in concentration of 12.5 mgÂ·mL 
1824	Novel hybrids with MAO and AÎ˛ (1-42) self-aggregation inhibitory activities were designed and synthesized with the employment of indazole moiety and resveratrol. The biological screening results indicated that most compounds displayed potent inhibitory activity for AÎ˛ (1-42) self-aggregation, and obvious selective inhibition to MAO-B. Among these compounds, compound 6e was the most potent inhibitor not only for hMAO-B (IC 
1825	Aiming to explore novel anaplastic lymphoma kinase (ALK) and proto-oncogene tyrosine-protein kinase ROS (ROS1) dual inhibitors to overcome crizotinib-resistant mutants, two series of 2,4-diarylaminopyrimidine (DAAP) analogues bearing thiazole or 1,2,3-triazole moieties were designed and synthesized based upon the cocrystal structure of ceritinib with ALK 
1826	With the aim of discovering potential and selective inhibitors targeting ROS1 kinase, we rationally designed, synthesized and evaluated two series of novel 2-amino-pyridine derivatives with 1-phenylethoxy at C-3 and C-4 position. The enzymic assays results indicated that six of the new compounds 13b-13d and 14a-14c showed remarkably higher inhibitory activities against ROS1 kinase. The most promising compounds, 13d and 14c displayed the most desired ROS1 inhibitory activity with IC 
1827	As documented in our previous study, notoginsenoside R1 (NGR1) can inhibit neuron apoptosis and the expression of endoplasmic reticulum (ER) stress-associated pro-apoptotic proteins in hypoxic-ischemic encephalopathy. Recent evidence indicates that the Phospholipase C (PLC)/inositol 1,4,5-trisphosphate receptor (IP3R) is important for the regulation of Ca 
1828	Magnetic resonance imaging (MRI) plays an integral role in the management of multiple sclerosis (MS), from both diagnostic and therapeutic perspectives. This 2-part review aims to detail the evolving and expanding role of MRI for both radiologists and neurologists. In this article, we discuss the diagnostic criteria for MS relevant to radiologists, as well as its varying imaging manifestations. The role of MRI in therapeutic modification and complications are discussed. 
1829	"The article ""Industrial antifoam agents impair ethanol fermentation and induce stress responses in yeast cells"" was originally published Online First without open access. After publication in volume 101, issue 22, page 8237-8248, the author decided to opt for Open Choice and to make the article an open access publication. "
1830	l-Carnitine (LC) is abundant in red meat and is widely added to health supplements and food. This study focuses on the adverse effects of oral supplementation of 1.3% LC in ApoE Mice are randomly divided into three groups (nÂ =Â 15). All mice are fed a high-fat diet (HFD). The number of Ly6C In contrast with oral LC administration, subcutaneous LC administration, which bypasses its conversion to TMAO in the liver, does not have a detrimental effect on the development of atherosclerosis in male ApoE 
1831	Manganese (Mn) is an essential element in trace quantity but large amounts are toxic. A novel hereditary disorder encompassing high blood Mn levels, dystonia, polycythemia, distinctive T1 hyperintense signals in the basal ganglia on magnetic resonance imaging (MRI) brain, and chronic liver disease was recently described. The disorder is caused by mutations in a Mn transporter encoding gene  
1832	Bovine neonatal diarrhea is common due low immunity in newborn calves, poor management (or absence) of sanitary barriers, and other factors. Newborn calves with diarrhea in the first days of life suffer failure to thrive and may die if left untreated. The aim of this study was to evaluate whether prophylactic administration of a homeopathic product (Dia 100 
1833	Glecaprevir and pibrentasvir are hepatitis C virus (HCV) pangenotypic inhibitors targeting NS3/4A protease and NS5A, respectively. This once-daily, fixed-dose combination regimen demonstrated high sustained virologic response 12 weeks postdosing (SVR 
1834	Our goal in this study is to evaluate the effectiveness of our oxygen (O In this retrospective cohort study, the outcomes of children â‰¤ 24 months old that were admitted with bronchiolitis and placed on the O Groups were not significantly different in age, gender, and rates of respiratory distress score assessment. Significantly more severely ill patients were in the O Use of O 
1835	Diabetic encephalopathy (DE) is often a complication in patients with Alzheimer's disease due to high blood sugar induced by diabetic mellitus. Ergothioneine (EGT) and hispidin (HIP) are antioxidants present in  
1836	Telomere shortening is associated with colorectal carcinogenesis and recent studies have focused on its characteristics in both normal mucosa and tumor tissues. To clarify the role of telomeres in colorectal carcinogenesis, we analyzed telomere shortening in normal and tumor regions of 93 colorectal precursor lesions. Telomere length was examined in 61 tubular adenomas (TAs) and 32 serrated polyps (SPs), and  
1837	We investigated whether home environment, salt knowledge, and salt-use behavior were associated with urinary sodium (Na) excretion in Japanese secondary school students. Students (267; mean age, 14.2 years) from Suo-Oshima, Japan, collected three overnight urine samples and completed a salt environment/knowledge/behavior questionnaire. A subset of students ( 
1838	Oxidative stress and neuroinflammation are implicated in the development and pathogenesis of Alzheimer's disease (AD). Here, we investigated the anti-inflammatory and antioxidative effects of krill oil. Oil from  
1839	Aluminum phosphide (AlP) poisoning is a severe toxicity with 30-70% mortality rate. However, several case reports presented AlP-poisoned patients with glucose-6-phosphate dehydrogenase (G6PD) deficiency and extensive hemolysis who survived the toxicity. This brought to our mind that maybe G6PD deficiency could protect the patients from severe fatal poisoning by this pesticide. In this research, we investigated the protective effect of 6-aminonicotinamide (6-AN)- as a well-established inhibitor of the NADP 
1840	Pathogens usually invade hair follicles when skin infection occurs. The accumulated bacteria in follicles are difficult to eradicate. The present study aimed to assess the cutaneous and follicular delivery of chloramphenicol (Cm)-loaded liposomes and the antibacterial activity of these liposomes against methicillin-resistant  
1841	The relationship between probiotics and levothyroxine (LT A prospective, randomized, single-blind, controlled, investigator-started clinical trial was carried out. Patients with primary hypothyroidism were randomly assigned to the study (VSL#3 Thirty-nine patients were enrolled in the study group and 41 in the control group. No difference in thyroid function [thyroid-stimulating hormone (TSH), free triiodothyronine (fT VSL#3 Registration number NCT03095963. 
1842	Recent findings suggest that infection (and sepsis) stand alone as the only plausible mechanism of causation of sudden infant death syndrome (SIDS) and accordingly achieves congruence with all clinicopathological and epidemiological findings. This review examines the role of infection in the pathogenesis of SIDS in the context of the major risk factor of prone sleep position. The study explores how sleep position could interact with the immune system and inflammatory response  
1843	The exposure to air pollutants may increase both incidence and mortality of stroke. We aimed to investigate the association of short- and medium-term exposure to particulate matter (PM) and nitrogen dioxide (NO 
1844	Sulfated derivatives of xylan (isolated from BĂ©tula pubĂ©scens wood) with average molecular weight ~34 kDa, sulfur content of 11.3-17.5%, a degree of substitution of 0.74-1.64 are anticoagulants of direct type of action. Antithrombin and antifactor Xa activities in three tested xylan samples did not differ and reached 30.8-31.8 and 13.5-14.3 U/mg, respectively. 
1845	Methemoglobin (MetHb) is a form of hemoglobin which contains iron in ferric state. The delivery of oxygen to tissues is impaired and cellular hypoxia develops with an increase in MetHb levels. Methemoglobinemia is a rare but potentially lethal complication of local anesthetics. In this clinical brief, three cases of transient neonatal methemoglobinemia, caused by maternal pudendal anesthesia with prilocaine, are reported. 
1846	In order to obtain an optimal therapeutic effect with minimal systemic toxicity, a redox-responsive mesoporous silica nanoparticle (MSN)-based platform modified with protoporphyrin IX (PpIX)-multifunctional peptides was synthesized as an intelligent theranostic agent carrier. This redox-responsive nanoplatform could release the theranostic agent under a glutathione stimulus, produce fluorescence recovery for tumor-specific fluorescence imaging and provide tumor-enhanced photodynamic therapy. 
1847	In this study, in order to find novel biologically active pyrazole oxime derivatives, twenty-eight new pyrazole oxime compounds containing a substituted isoxazole ring were synthesized and evaluated for their acaricidaland insecticidal activities. Bioassays exhibited that some target compounds indicated good acaricidal and insecticidal activities against  
1848	Jaundice is a common cause for seeking medical attention at an emergency department. The doctor on call should be able to recognize patients whose jaundice requires emergency investigations and treatment in specialized care. Most patients can be treated electively on an urgent referral. Ultrasound scan of the liver will in most cases clarify whether a liver disease or a biliary tract obstruction is in question, and whether the patient should be referred to an internist or a surgeon. 
1849	Pancreatic ductal adenocarcinoma (PDA) remains one of the most devastating diagnoses in modern medicine. While the clinical management of the disease has improved, the complex biologic underpinnings of PDA enable both its aggressive nature and slow clinical translational progress. In this review, we provide an overview of the key features of PDA genetics and biology, highlighting translational challenges and providing a framework for improved diagnostic and therapeutic approaches. 
1850	Flavonoids are bioactive phytochemicals that exhibit protective potential against cutaneous inflammation and photoaging. We selected eight flavonoid aglycones or glycosides to elucidate the chemistry behind their skin absorption capability through experimental and computational approaches. The skin delivery was conducted using nude mouse and pig skins mounted on an in vitro Franz cell assembly. The anti-inflammatory activity was examined using the Oâ‚‚ 
1851	Gut microbiota is of critical relevance to host health. However, toxicological understanding of environmental pollutants on gut microbiota is limited, not to mention their combined effects. In the present study, adult zebrafish (Danio rerio) were exposed to titanium dioxide nanoparticles (nano-TiO 
1852	The objective of this study is to test the hypothesis that increased muscle mass has positive effects on cardiovascular function. Specifically, we tested the hypothesis that increases in lean body mass caused by deletion of myostatin improves cardiac performance and vascular function. Echocardiography was used to quantify left ventricular function at baseline and after acute administration of propranolol and isoproterenol to assess  
1853	The objective of this study was to investigate the intracellular reactive oxygen species (ROS) scavenging activities and antioxidant enzyme regulating capacities of corn gluten peptide fractions (CPFs) in HepG2 cells. A cellular antioxidant activity (CAA) assay was used to assess their antioxidant activities and revealed that both CPF1 (molecular weight <1kDa) and CPF2 (molecular weight between 1 and 3kDa) exhibited high cellular antioxidant activities with EC 
1854	The objective of this study was to evaluate the effects of ultrasound on the number of Escherichia coli O157:H7 and vegetative cells of Bacillus cereus in brining and beef during the curing processing. The mechanisms of the inactivation for the pathogens were preliminarily explored. The ultrasound intensity (2.39, 6.23, 11.32 and 20.96Wcm 
1855	The objective of this study was to investigate the feasibility of producing cold-set emulsion filled gels (EFG), using soy protein isolate (SPI) and xanthan gum (XG) and incorporating curcumin-loaded solid lipid microparticles (SLM). For this purpose, the formulation G 
1856	To date construction materials that contain engineered nanomaterials (ENMs) are available at the markets, but at the same time very little is known about their environmental fate. Therefore, this study aimed at modeling the potential fate of ENMs by using the example of the Japanese construction sector and by conducting a dynamic material flow analysis. Expert interviews and national reports revealed that about 3920-4660 tons of ENMs are annually used for construction materials in Japan. Nanoscale TiO 
1857	Nearly 20 years have passed since the US Food and Drug Administration (FDA) approved the first companion diagnostic and today this type of assay governs the use of 21 different anticancer drugs. The regulators deem these assays essential for the safe and effective use of a corresponding therapeutic product. The companion diagnostic assays are important both during the drug development process as well as essential treatment decision tools after the approval of the drugs. 
1858	Sodium-glucose cotransporter 2 (SGLT2) inhibitors (SGLT2i) constitute a novel class of glucose-lowering (type 2) kidney-targeted agents. We recently reported that the SGLT2i empagliflozin (EMPA) reduced cardiac cytosolic Na Cardiac NHE activity and [Na EMPA, DAPA and CANA inhibited NHE activity (measured through low pH recovery after NH EMPA, DAPA and CANA directly inhibit cardiac NHE flux and reduce [Na 
1859	The detection of tyrosinase, a biomarker for melanoma, is of great significance. Herein, a fluorescent tyrosinase probe, with resorufin as the fluorophore and m-tolylboronic acid pinacol ester as the receptor, is proposed. The response relies on the tyrosinase-catalyzed hydroxylation of phenylboronic acid pinacol ester at an adjacent position followed by 1,6-rearrangement elimination to release resorufin. This probe well quantifies tyrosinase in the range from 1 to 100 U mL 
1860	The objective was to investigate (trans)corneal and transscleral iontophoresis of biolabile amino acid ester prodrugs of aciclovir (ACV-X, Xâ€‰=â€‰Arg, Gly and Trp) as a means to increase ocular bioavailability of ACV. Prodrugs displayed tissue-dependent susceptibility to hydrolysis. Iontophoresis of ACV-Arg, ACV-Gly and ACV-Trp (5â€‰mM, 0.5â€‰mA/cm 
1861	A set of triazole-based analogues of N-coumaroyltyramine was designed to discover potential leads that may help in the control of bacterial biofilms. the most potent compounds act as inhibitors of biofilm development with EC50 closed to ampicillin (EC50â€Ż=â€Ż11â€ŻÎĽM) without toxic effect on bacterial growth even at high concentrations(100â€ŻÎĽM). 
1862	A series of symmetric molecules incorporating aryl or pyridyl moieties as central core and 1,4-substituted triazoles as a side bridge was synthesised. The new compounds were investigated as lactate dehydro-genase (LDH, EC 1.1.1.27) inhibitors. The cancer associated LDHA isoform was inhibited with IC 
1863	Rheumatoid arthritis (RA) is a chronic, definitely disabling, and potentially severe autoimmune disease. Although an increasing number of patients are affected, a key treatment for all patients has not been discovered. High-mobility group box-1 (HMGB1) is a nuclear protein passively and actively released by almost all cell types after several  
1864	The present study aims toward simultaneous determination of two bioactive compounds vasicine and vasicinone in root extracts of eight  Determination of vasicine and vasicinone was undertaken in methanolic root extracts (10% w/v) of  Both calibration curves of standard showed good linear regression ( HPLC method provides simple, accurate, and reproducible quantitative analysis for simultaneous determination of vasicine and vasicinone. Among the selected  
1865	Oxidative stress is a crucial factor associated with fatty liver disease, which raises the possibility of using antioxidants to improve liver steatosis. Tanshinone IIA (TSIIA) is a traditional Chinese medicine that has been reported to have antioxidant effects  
1866	Complement receptors 1 and 2 (CR1/2 or CD35/CD21) recognize complement-opsonized antigens to initiate innate and adaptive immunity, respectively. CD35 stimulates phagocytosis on macrophages and antigen presentation on follicular dendritic cells (FDCs). CD21 helps activate B cells as part of the B cell coreceptor with CD19 and CD81. Differential splicing of transcripts from the mouse  
1867	SG-1 was previously identified as a potent Non-nucleoside reverse transcriptase inhibitors (NNRTI) which works through inhibition of reverse transcriptase (RT) RNA-dependent DNA polymerase activity via a direct binding event. To further investigate the relationship between its structure and activity, four series of novel analogues were designed and synthesized with 12 of them inhibiting HIV-1 replication with IC 
1868	Acute respiratory distress syndrome is a life-threatening critical syndrome resulting largely from the accumulation of and the inability to clear pulmonary edema. Protectin DX, an endogenously produced lipid mediator, is believed to exert anti-inflammatory and pro-resolution effects. Protectin DX (5â€‰Âµg/kg) was injected i.v. 8â€‰h after LPS (14â€‰mg/kg) administration, and alveolar fluid clearance was measured in live rats (nâ€‰=â€‰8). In primary rat ATII epithelial cells, protectin DX (3.605â€‰Ă—â€‰10 
1869	Actinomycetes are main producers of antibiotics and targeted screening could improve the efficiency of discovering new drugs. This study describes, for the first time, the isolation of endophytic actinomycetes from the macrofungus Ganoderma applanatum. To increase the efficiency of screening, novel actinomycin D (Act D) molecularly-imprinted polymers were adsorbed to the surface of Fe 
1870	Inflammation is an important factor in the development of many diseases of the central nervous system, including Alzheimer's disease and other types of dementia. â€ŞGiven that acetylcholinesterase inhibitors are also currently believed to have anti-inflammatory properties, the purpose of this study was to investigate the effect of acetylcholinesterase inhibitors (rivastigmine, donepezil) on cyclooxygenase activity and expression using the proinflammatory action of fluoride (F 
1871	Little is known about the in vivo impacts of targeted therapy on melanoma cell abundance and protein expression. Here, 21 antibodies were added to an established melanoma mass cytometry panel to measure 32 cellular features, distinguish malignant cells, and characterize dabrafenib and trametinib responses in BRAF 
1872	Vesicular stomatitis virus (VSV) can cause serious vesicular lesions in pigs, and the matrix (M) protein is its predominant virulence factor. Dendritic cells (DCs) act as the bridge between innate and adaptive immune responses. However, the susceptibility of porcine DCs to VSV infection and the role of M protein in modulating the function of infected DCs are still poorly defined. Thus, this study aimed to determine the ability of virulent wild-type VSV(wtVSV) and two attenuated M protein variants (VSV 
1873	The objective of this study was to evaluate the influence of the dog's long-term separation from its owner in the novel environment on the occurrence of psychogenic and oxidative stress. Group I dogs (n=9) were brought to the veterinary clinic and stayed in a kennel room for 12 hr before the surgery, and group II dogs (n=9) -for 10 min before the surgery. Physiological parameters (heart rate (HR) (beats/min) and respiratory rate (f 
1874	Remifentanil is an ultra-short-acting Âµ-opioid receptor agonist. The purpose of this study was to determine the relationship of the minimum alveolar concentration (MAC) of sevoflurane and other MAC derivatives, including the MAC for blocking adrenergic responses (MAC-BAR) and the MAC at which tracheal extubation is occurred (MAC-extubation), with or without remifentanil infusion. Six healthy adult beagle dogs were randomly anesthetized three times for determining the MAC-BAR (SEV 
1875	"Nitric oxide (NO) holds great promise as a treatment for cancer hypoxia, if its concentration and localization can be precisely controlled. Here, we report a ""Trojan Horse"" strategy to provide the necessary spatial, temporal, and dosage control of such drug-delivery therapies at targeted tissues. Described is a unique package consisting of (1) a manganese-nitrosyl complex, which is a photoactivated NO-releasing moiety (photoNORM), plus Nd "
1876	A 64-year-old man was admitted with acute onset disturbed consciousness. Cerebrospinal fluid analysis revealed pleocytosis and elevated protein, with negative cultures and PCR. Serum antibodies for autoimmune encephalitis were also negative. Brain magnetic resonance imaging (MRI) was unremarkable, but whole-body CT scan showed a tumor in the left lower lung lobe. Bronchial brush cytology demonstrated clusters of malignant cells, and  
1877	Cancer chemoprevention involves the use of synthetic and biologic agents as targeted therapies for disease prevention, reduction, or suppression. Mechanisms of blocking or suppressing cancer-related pathways include processes of carcinogenesis, chronic inflammatory responses, DNA modulation, and signal transduction. This column provides an update on pharmacologic agents and nursing considerations for chemoprevention. 
1878	-Archived, clinically classified formalin-fixed paraffin-embedded (FFPE) tissues can provide nucleic acids for retrospective molecular studies of cancer development. By using non-invasive or pre-malignant lesions from patients who later develop invasive d
1879	To study retrospectively the treatment preceding acute coronary syndrome (ACS) in patients with atrial fibrillation (AF) in real-life outpatient practice on the territory of Kirov Region. The registry included 163 patients with AF who were undergoing rehabilitation following ACS (ACS occurred. 
1880	In this paper, the results of a pilot study on the profiling of the synthetic cannabinoid receptor agonist 5F-PB-22 (5F-QUPIC, pentylfluoro-1H-indole-3-carboxylic acid-8-quinolinyl ester) via isotope ratio mass spectrometry are presented. It focuses on Î´ 
1881	The combination of photothermal therapy (PTT) and photodynamic therapy (PDT) in cancer treatment has attracted much attention in recent years. However, developing highly efficient and targeted therapeutic nanoagents for amplifying PTT and PDT treatments remains challenging. In this work, we developed a novel photothermal and photodynamic therapeutic nanoplatform for treatment of cancer cells overexpressing integrin Î± 
1882	There were 1038 infants with herpes simplex virus polymerase chain reaction testing performed of blood and cerebrospinal fluid specimens. There were 21 (2.0%) with a positive cerebrospinal fluid PCR, of whom 16 also had a positive blood PCR (sensitivity 76%; 95% CI, 53%-92%). Blood PCR cannot exclude herpes simplex virus central nervous system infection. 
1883	Circular RNAs (circRNA), a class of noncoding RNAs, have been found to be involved in various diseases. Here, the expression levels of the circRNA hsa_circ_0001445 in 73 pairs of hepatocellular carcinoma (HCC) and adjacent nontumor tissues were investigated by quantitative real-time polymerase chain reaction (qRT-PCR). Our data demonstrate that the hsa_circ_0001445 levels were significantly decreased in HCC tissues ( 
1884	"In the original article, in the Results section of the Abstract the text ""â€¦(10.41 Â± 1.23 fL, p > 0.001)"" should be changed to ""â€¦(10.41 Â± 1.23 fL, p < 0.001)"". The same error occurs on the next page of the article in the second paragraph of the Results section of the main text. "
1885	Tumor-selective photodynamic therapy is a successful method for ablation of malignant and cancerous cells. Herein, we introduce the design and preparation of functionalized acrylic copolymer nanoparticles with spiropyran (SP) and imidazole groups through a facile semicontinuous emulsion polymerization. Then, Au 
1886	Relevance of low (< 70%) central venous oxygen saturation (Scvo Regardless of treatment assignment (to receive albumin or not), all subjects enrolled in the ALBIOS trial received early goal-directed therapy aiming for Scvo Scvo In the ALBIOS trial, persistence of low Scvo ClinicalTrials.gov; No. NCT00707122; URL: www.clinicaltrials.gov. 
1887	Acute liver failure is the development of severe hepatic injury with deterioration of liver synthesis function and encephalopathy. Among all the variety of causes, neoplastic infiltration represents less than 0.5%. We present the case of a male patient with a past medical history of HTLV-1 infection, who reports symptoms of acute hepatitis, being diagnosed with Adult T-cell leukemia/lymphoma. Unfortunately, the patient had a rapid deterioration and passed away a few days after admission. 
1888	Ticagrelor is a P2Y Patients in the acute coronary treatment and intervention outcomes network (ACTION) Registry-Get With The Guidelines (GWTG) with acute myocardial infarction from October 2013 through December 2014 were included in the study (167Â 455 patients; 622 sites). We evaluated temporal trends in the prescription of P2Y Our contemporary analysis shows a modest but significant increase in the use of ticagrelor and a high rate of adherence to the use of low-dose aspirin at discharge. 
1889	Osteoporosis is a common disease associated with age and menopausal status. Postmenopausal osteoporosis is the most common type of primary osteoporosis and is accompanied by increased risk of osteoporotic fracture. Natural and herbal compounds have long been used to prevent and treat many human diseases. Here, we demonstrated that tanshinone IIA prevented ovariectomy-induced bone loss in an  
1890	To observe whether the transient receptor potential vanilloid 1(TRPV 1) plays a role in moxibustion (Moxi)-induced regulation of local immune inflammatory response. Fifteen C 57 BL/6 J and 15 TRPV 1 In both C 57 BL/6 J and TRPV 1 Moxibustion stimulation of ST 36 can induce structural changes of the regional epidermis and dermis of the skin and up-regulate the number of TNF-Î± IR-positive cells in both C 57 BL/6 J and TRPV 1 
1891	"The article presents the results of original research of the effectiveness and safety of natural mineral water ""Borjomi"" in patients with functional dyspepsia. Daily pH-metric study in dynamics showed that the positive effect of mineral water ""Borjomi"" depends on the leading symptom in patients with functional dyspepsia and may be connected with antacid and prokinetic effects. "
1892	We report a case of post-transplant liver graft infection with Schistosoma spp in a migrant from sub-Saharan Africa transplanted for HBV-related cirrhosis and with undiagnosed schistosomiasis pre-transplantation. The occurrence of tropical diseases in non-endemic areas warrants screening protocols for organ donors and recipients with a history of exposure in endemic areas. 
1893	To compare 6 diffusion-weighted imaging (DWI) MRI models for response evaluation in patients with pancreatic ductal adenocarcinoma (PDAC). DWI images were acquired at 3T for bÂ =Â 0-600Â s/mm The mono-exponential modelÂ had the lowest goodness of fit in both tumor (R Individual treatment evaluation is possible with all investigated DWI models, with treatment associated changes exceeding the repeatability. The double monoexponential fit with ADC 
1894	This work firstly aimed to synthesize mono- and di- sulfonic derivatives of chitosan by reductive amination reaction using respectively 2-formyl benzene sulfonic acid and 2,4 formyl benzene sulfonic acid sodium salts. The influence of the reactants molar ratio (R), aryl - substituted amino groups versus chitosan free amino groups, on the degree of substitution (DS) of both sulfonated chitosans was assessed by  
