,Unnamed: 0,PubMedID,Title,Abstract,Label
3066,3066,16291984,Sildenafil citrate therapy for pulmonary arterial hypertension,"BACKGROUND: Sildenafil inhibits phosphodiesterase type 5, an enzyme that metabolizes cyclic guanosine monophosphate, thereby enhancing the cyclic guanosine monophosphate-mediated relaxation and growth inhibition of vascular smooth-muscle cells, including those in the lung. METHODS: In this double-blind, placebo-controlled study, we randomly assigned 278 patients with symptomatic pulmonary arterial hypertension (either idiopathic or associated with connective-tissue disease or with repaired congenital systemic-to-pulmonary shunts) to placebo or sildenafil (20, 40, or 80 mg) orally three times daily for 12 weeks. The primary end point was the change from baseline to week 12 in the distance walked in six minutes. The change in mean pulmonary-artery pressure and World Health Organization (WHO) functional class and the incidence of clinical worsening were also assessed, but the study was not powered to assess mortality. Patients completing the 12-week randomized study could enter a long-term extension study. RESULTS: The distance walked in six minutes increased from baseline in all sildenafil groups; the mean placebo-corrected treatment effects were 45 m (+13.0 percent), 46 m (+13.3 percent), and 50 m (+14.7 percent) for 20, 40, and 80 mg of sildenafil, respectively (P<0.001 for all comparisons). All sildenafil doses reduced the mean pulmonary-artery pressure (P=0.04, P=0.01, and P<0.001, respectively), improved the WHO functional class (P=0.003, P<0.001, and P<0.001, respectively), and were associated with side effects such as flushing, dyspepsia, and diarrhea. The incidence of clinical worsening did not differ significantly between the patients treated with sildenafil and those treated with placebo. Among the 222 patients completing one year of treatment with sildenafil monotherapy, the improvement from baseline at one year in the distance walked in six minutes was 51 m. CONCLUSIONS: Sildenafil improves exercise capacity, WHO functional class, and hemodynamics in patients with symptomatic pulmonary arterial hypertension.",0
9184,9184,8707404,Cancer incidence and mortality in women receiving estrogen and estrogen-progestin replacement therapy--long-term follow-up of a Swedish cohort,"We analyzed cancer incidence and mortality in a cohort of 22,597 Swedish women who were prescribed replacement hormones. After 13 years of follow-up in national registries, 2,330 incident cancer cases and 848 cancer deaths were observed. Overall, our results were reassuring since incidence rate ratios (SIRs) for 16 cancer sites and mortality ratios (SMRs) for all 10 examined sites were at, or lower than, unity. However, we found that exposure to an estrogen-progestin combined brand was associated with an increasing relative risk of breast cancer with follow-up time, the SIR reaching 1.4 (95% CI 1.1-1.8) after 10 years of follow-up. The relative risk of endometrial cancer was substantially increased, with the highest SIR of 5.0 (95% CI 1.6-5.9) in women prescribed estrogens alone, whereas those given an estrogen-progestin combination showed no elevation in risk. The risk estimates for liver and biliary tract cancers and for colon cancer were reduced by about 40%, notably in women prescribed the estradiol-progestin compound. Further detailed analyses revealed no evidence of adverse or protective effects on the risk of ovarian, uterine cervical, vulvar/vaginal, rectal, pancreatic, renal, lung, thyroid and other endocrine cancers, brain tumors, malignant melanoma or other skin cancers. Hormone replacement therapy was not associated with an increase in mortality for any cancer site, at this time of follow-up. For breast and endometrial cancers, SMRs were below baseline but tended to increase with follow-up time. We conclude that hormone replacement increases the endometrial-cancer risk after unopposed estrogens and the breast-cancer risk-notably after estrogen-progestin combined therapy-and tentatively suggest that it exerts a protective effect against colon and liver cancer risks.",1
3169,3169,16518133,Somatic augmentation strategies in clozapine resistance--what facts?,"Polypharmacy without evidence-based support is sometimes needed for patients treated with 40% to 70% clozapine who are clozapine nonresponders. Several somatic augmentation strategies are proposed in the scientific literature, with different levels of evidence for safety and efficacy. The purpose of the present study is to review the available literature on the efficacy and safety of clozapine augmentation with somatic agents other than antipsychotics. The following classes of agents are considered: (1) mood stabilizers, (2) antidepressants, (3) electroconvulsive therapy and repetitive transcranial magnetic stimulation, (4) glutamatergic agents, (5)fatty acids supplements, and (6) benzodiazepines. Case controls and small-size clinical trials largely dominate the literature, limiting the power to draw conclusions concerning safety issues and the meaning of negative studies. Moreover, variable definitions of clozapine resistance, heterogeneous outcome measures, and short duration of treatment trials are additional limitations. Generally, adjunctive strategies for clozapine-resistant patients remain based on scarce evidence of efficacy and significant safety concerns. Low-frequency repetitive transcranial magnetic stimulation, fatty acids supplements, and mirtazapine showed good tolerability and some efficacy, but the results need replication. ",0
4932,4932,24326618,The differential diagnosis of hypoglycorrhachia in adult patients,"Hypoglycorrhachia, a low glucose level in the cerebrospinal fluid (CSF), can suggest bacterial, fungal or tuberculous meningitis. When tests for these common infectious etiologies are negative, many clinicians are unsure of which diagnoses to consider, resulting in delayed treatment. The authors analyzed the diagnoses associated with hypoglycorrhachia to determine their relative frequencies at our institution and summarized all the diagnoses associated with hypoglycorrhachia in the literature. Retrospective analysis of adults with hypoglycorrhachia at a tertiary care teaching hospital over a 5-year period. Inclusion criteria included CSF glucose <40 mg/dL and age 18 years or older. Exclusion criteria included CSF/serum glucose ≥0.6. Eighty-nine unique hypoglycorrhachia episodes were identified. The most common etiologies among all episodes of hypoglycorrhachia were bacterial meningitis (24%), fungal meningitis (15%), stroke/bleed (13%), malignancy (11%), viral meningitis (6%), neurosarcoidosis (4%), neurosyphilis (4%) and cerebral toxoplasmosis (3%). The most common etiology was fungal meningitis (38%) among HIV-infected patients and bacterial meningitis (62%) among neurosurgery patients. However, in patients without HIV or neurosurgical history, noninfectious etiologies (stroke/bleed, 24%; malignancy, 22%) were most common. Many diagnoses, both infectious and noninfectious, lead to hypoglycorrhachia and must be considered in the differential diagnosis. ",0
7113,7113,265379,Transoral resection of a condylar osteochondroma: report of case,"""A rare case of osteochondroma (osteocartilaginous exostosis) of the mandibular condyle is described; this represents the seventh documented case in the English language literature. Treatment consisted of transoral surgical resection which maintained condylar integrity. No maxillomandibular fixation was placed and the patient's mandibular function was undisturbed. Postoperatively, mandibular deviation was minimal.""",1
4675,4675,23835026,The Basilar Artery International Cooperation Study (BASICS): study protocol for a randomised controlled trial,"Despite recent advances in acute stroke treatment, basilar artery occlusion (BAO) is associated with a death or disability rate of close to 70%. Randomised trials have shown the safety and efficacy of intravenous thrombolysis (IVT) given within 4.5 h and have shown promising results of intra-arterial thrombolysis given within 6 h of symptom onset of acute ischaemic stroke, but these results do not directly apply to patients with an acute BAO because only few, if any, of these patients were included in randomised acute stroke trials.Recently the results of the Basilar Artery International Cooperation Study (BASICS), a prospective registry of patients with acute symptomatic BAO challenged the often-held assumption that intra-arterial treatment (IAT) is superior to IVT. Our observations in the BASICS registry underscore that we continue to lack a proven treatment modality for patients with an acute BAO and that current clinical practice varies widely. BASICS is a randomised controlled, multicentre, open label, phase III intervention trial with blinded outcome assessment, investigating the efficacy and safety of additional IAT after IVT in patients with BAO. The trial targets to include 750 patients, aged 18 to 85 years, with CT angiography or MR angiography confirmed BAO treated with IVT. Patients will be randomised between additional IAT followed by optimal medical care versus optimal medical care alone. IVT has to be initiated within 4.5 h from estimated time of BAO and IAT within 6 h. The primary outcome parameter will be favourable outcome at day 90 defined as a modified Rankin Scale score of 0-3. The BASICS registry was observational and has all the limitations of a non-randomised study. As the IAT approach becomes increasingly available and frequently utilised an adequately powered randomised controlled phase III trial investigating the added value of this therapy in patients with an acute symptomatic BAO is needed (clinicaltrials.gov: NCT01717755). ",0
13018,13018,23353547,Toxicological evaluation of neem (Azadirachta indica) oil: acute and subacute toxicity,"Neem (Azadirachta indica), popularly known as traditional medicine is a native plant in India. Neem oil is a vegetable oil derived from seeds or fruits of the neem tree through pressing or solvent extraction, and largely used in popular medicine to have antifungal, antibacterial, antimalarial, antiparasitic, anti-inflammatory, as well as immunemodulatory properties in different animal species. In the present study, acute and 28-day subacute toxicity tests were carried out. In the acute toxicity test, the LD50 values of neem oil were found to be 31.95g/kg. The subacute treatment with neem oil failed to change body weight gain, food and water consumption. Serum biochemistry analysis showed no significant differences in any of the parameters examined under the dose of 1600mg/kg/day. Histopathological exams showed that the target organs of neem oil were testicle, liver and kidneys up to the dose of 1600mg/kg/day.",1
7044,7044,57491,Letter: Renal autotransplantation in the treatment of renovascular hypertension,,1
362,362,1525249,Change of alcohol dehydrogenase activity in sera after alcoholism treatment,Increased metabolic alcohol tolerance was found in chronic non-cirrhotic alcoholics after alcoholism treatment with disulfiram. This increased metabolic alcohol tolerance is connected with an increased activity of alcohol dehydrogenase due to the healing of hepatic tissue damage. This increase in alcohol dehydrogenase activity can help in monitoring the effectiveness of treatments for alcoholic liver disease. ,0
3116,3116,16507146,Cytokine polymorphisms influence treatment outcomes in SLE patients treated with antimalarial drugs,"Antimalarial agents have been widely used as disease-modifying antirheumatic drugs in the treatment of systemic lupus erythematosus (SLE) and other rheumatological diseases, although their mechanism of action has not yet been fully defined. It is known, however, that effective response to treatment is variable among patients. Thus, the identification of genetic predictors of treatment response would provide valuable information for therapeutic intervention. The aim of the present study was to analyze the effect of antimalarial treatment on tumor necrosis factor (TNF)alpha serum levels and evaluate the possible influence of TNFalpha and IL-10 functional genetic polymorphisms on the response to antimalarial drugs. To this end, TNFalpha serum levels were quantified in 171 SLE patients and 215 healthy controls by ELISA techniques and polymorphisms at positions -1,082 and -308 of the IL-10 and TNFalpha gene promoters were determined by PCR amplification followed by hybridization with fluorescent-labeled allele-specific probes in 192 SLE patients and 343 matched controls. Data were related to clinical features and treatment at the time of sampling and during the course of the disease. Results showed a significantly higher amount of serum TNFalpha in the entire SLE population compared with controls. However, TNFalpha serum levels correlated negatively with the use of antimalarial treatment during at least three months before sampling. Patients under single or combined treatment with these drugs had TNFalpha serum levels similar to healthy controls, whereas untreated patients and those under corticosteroid or immunosuppressive therapies had increased amounts of this cytokine. This suggests, however, that antimalarial-mediated inhibition of TNFalpha was only significant in patients who were genetically high TNFalpha or low IL-10 producers. In addition, evaluation of SLE patients administered antimalarial drugs for three or more years who did not require any other specific SLE treatment indicates that patients with the combined genotype low IL-10/high TNFalpha are the best responders to antimalarial therapy, developing mild disease with a good course under this treatment. In conclusion, we proposed that an antimalarial-mediated downregulation of TNFalpha levels in SLE patients is influenced by polymorphisms at IL-10 and TNFalpha promoters. Our results may thus find important clinical application through the identification of patients who are the most likely to benefit from antimalarial therapy. ",0
12977,12977,23252566,Triptorelin in the management of prostate cancer,"Among the therapies to achieve medical castration, gonadotropin-releasing hormone (GnRH) agonists have better safety profiles than estrogens and anti-androgens. In addition, slow-release formulations of GnRH agonists offer patients flexibility, improve quality of life and eventually reduce cost. To illustrate the role of medical castration in prostate cancer, this paper reviews data on the GnRH agonist triptorelin long-duration and shorter-duration formulations. A similar proportion of patients achieved and maintained castration levels of serum testosterone (?50 ng/dl) with all triptorelin formulations. Moreover, using a stricter definition of medical castration (serum testosterone <20 ng/dl), castration was maintained in >90% of patients with the 6-month triptorelin formulation. The new formulation was also well-tolerated, whilst being more convenient for patients. This short review assesses the role of this GnRH agonist in the treatment of prostate cancer.",1
6185,6185,28940525,Estimation of initial phenobarbital dosing in term neonates with moderate-to-severe hypoxic ischaemic encephalopathy following perinatal asphyxia,"Phenobarbital is the first-line treatment of seizures in asphyxiated neonates; however, due to the high pharmacokinetic variability in this population, there is no consensus on the optimal dosage regimen. This study was conducted to identify variables that affect phenobarbital fate during routine clinical care and then to evaluate the dosage schedule that could be applied in term asphyxiated neonates with respect to achieving the target therapeutic range. Phenobarbital pharmacokinetics was calculated based on serum concentrations measurements using one-compartmental model. Body weight, body surface area, gestational age, creatinine clearance, total bilirubin, alanine aminotransferase, aspartate aminotransferase, international normalized ratio, Apgar scores, umbilical cord arterial pH and base excess were explored as covariates in linear regression models. Based on this analysis, phenobarbital loading and maintenance dose regimen were projected. In the whole study population (N = 36), phenobarbital volume of distribution, clearance and half-life median (interquartile range) values were 0.49 (0.38-0.59) L/kg, 0.0045 (0.0034-0.0055) L/h/kg and 75.1 (60.2-103.3) hours, respectively. The drug volume of distribution was associated with body weight, length and body surface area, whereas clearance was not in relationship with any explored features. Weight-normalized loading dose of 15 mg/kg and weight-normalized daily maintenance dose of 3 mg/kg proved to be optimal in our study population to reach phenobarbital therapeutic range. This study presents basis for phenobarbital initial dosing in term asphyxiated neonates during first week of life. Phenobarbital weight-normalized loading dose of 15 mg/kg lead to simulated target peak concentrations in 72% of neonates, weight-normalized maintenance dose of 3 mg/kg lead to steady state within therapeutic window in the same proportion of patients. ",0
13091,13091,23558578,The liver in itai-itai disease (chronic cadmium poisoning): pathological features and metallothionein expression,"""Cadmium (Cd) is a highly hepatotoxic heavy metal, which is widely dispersed in the environment. Acute Cd hepatotoxicity has been well studied in experimental animals; however, effects of prolonged exposure to Cd doses on the liver remain unclear. In the present study, to evaluate chronic Cd hepatotoxicity, we examined specimens from cases of itai-itai disease, the most severe form of chronic Cd poisoning. We compared 89 cases of itai-itai disease with 27 control cases to assess Cd concentration in organs. We also examined 80 cases of itai-itai disease and 70 control cases for histopathological evaluation. In addition, we performed immunohistochemistry for metallothionein, which binds and detoxifies Cd. Hepatic Cd concentration was higher than Cd concentration in all other organs measured in the itai-itai disease group, whereas it was second highest following renal concentration in the control group. In the liver in the itai-itai disease group, fibrosis was observed at a significantly higher rate than that in the control group. Metallothionein expression was significantly higher in the itai-itai disease group than that in the control group. Prolonged exposure to low doses of Cd leads to high hepatic accumulation, which can then cause fibrosis; however, it also causes high expression of metallothionein, which is thought to reduce Cd hepatotoxicity.""",1
3170,3170,16518291,Difficulty in diagnosing acute appendicitis in the presence of acute portal vein thrombosis: the role of CT scan. Report of 2 cases],Acute appendicitis can cause of portal vein thrombosis. Diagnosis of appendicitis can be difficult because its symptoms may be masked by those of acute portal vein thrombosis. We report 2 cases of appendicitis associated with acute portal vein thrombosis whose diagnosis was delayed by several months. The delayed diagnosis of acute appendicitis in the presence of acute portal vein thrombosis can be avoided by using spiral-computed tomography and careful investigation of signs of appendicitis. ,0
7999,7999,3623575,Accidental poisoning in childhood: a multicentre survey. 1. General epidemiology,"""As background to a study of the effectiveness of packaging in preventing childhood poisoning, the National Poisons Information Service coordinated a prospective survey, in which 9 Accident and Emergency (A & E) departments and 5 paediatric departments, between July 1982 and February 1984, recorded 2043 cases of suspected accidental poisoning in children aged 0-60 months. The products implicated were drugs (59%), household products (37%) and plants (3%). The drugs most frequently implicated were analgesics, anxiolytics, cough medicines, oral contraceptives and drugs to supplement diet or treat dietary disorders. The most frequently implicated household products were cleaners such as bleach, detergent and disinfectant, and petroleum distillate. Seventy-five per cent of the children were 2 and 3-year-olds. Fifty-six per cent were male. Only 22% of the children had signs or symptoms on admission. In only 2 cases were these serious. Treatment other than ipecacuanha and/or oral fluids was seldom required. Of the cases where outcome was recorded, 56% were discharged from A & E. The rest were admitted to a ward; only 7 children were admitted to intensive care units. No child died. Comparison with HASS and other epidemiological surveys shows that these results are representative of national trends.""",1
7993,7993,3596172,Cyclosporin A-induced cholestasis. The mechanism in a rat model,"Cyclosporin A (CyA) causes cholestasis in a significant proportion of transplant patients. Doses of 5, 10, and 15 mg CyA/kg body wt or the Miglyol 812 vehicle were administered intraperitoneally for 1, 2, and 3 wk to separate groups of rats to investigate the mechanism of this cholestasis. At 1 wk a dose-response relationship between serum CyA levels and increasing CyA doses was noted. A maximum CyA blood level was achieved by 2 wk with the 10- and 15-mg/kg doses. Subsequent studies were performed using the smaller (10 mg/kg) dose administered for 3 wk. This dose resulted in a marked increase in serum bile acid levels compared with vehicle-treated controls (24.6 +/- 4.0 vs. 4.3 +/- 1.2 mumol/L, p less than 0.001) without inducing significant changes in serum glutamic oxaloacetic transaminase, serum glutamic pyruvic transaminase, bilirubin, alkaline phosphatase, and albumin levels or hepatic architectural alterations. With CyA treatment, baseline bile flow decreased by 35% and bile salt secretion decreased by 25% compared with vehicle-treated animals. Cyclosporin A and vehicle-treated rats were infused intravenously with taurocholate (4 mumol/min X kg) for 2 h and then depleted of bile salts over the next 24 h. Bile samples collected over this period were graphed as bile salt secretion versus bile flow. The mean slope of the linear regression for the CyA-treated rats was 62% of the control, demonstrating a decrease in bile salt-dependent flow. Extrapolation of the linear regression to the ordinate demonstrated a 22% decrease in bile-independent flow with CyA treatment. Therefore, in our experimental model of CyA-induced cholestasis, the decrease in flow observed was the result of a decrease in both bile salt-dependent and bile salt-independent flows and occurred in the absence of significant biochemical or histologically evident hepatotoxicity.",1
4834,4834,24224625,"Publication of trials funded by the National Heart, Lung, and Blood Institute","BACKGROUND: Rapid publication of clinical trials is essential in order for the findings to yield maximal benefits for public health and scientific progress. Factors affecting the speed of publication of the main results of government-funded trials have not been well characterized. METHODS: We analyzed 244 extramural randomized clinical trials of cardiovascular interventions that were supported by the National Heart, Lung, and Blood Institute (NHLBI). We selected trials for which data collection had been completed between January 1, 2000, and December 31, 2011. Our primary outcome measure was the time between completion of the trial and publication of the main results in a peer-reviewed journal. RESULTS: As of March 31, 2012, the main results of 156 trials (64%) had been published (Kaplan-Meier median time to publication, 25 months, with 57% published within 30 months). Trials that focused on clinical events were published more rapidly than those that focused on surrogate measures (median, 9 months vs. 31 months; P<0.001). The only independent predictors of more rapid publication were a focus on clinical events rather than surrogate end points (adjusted publication rate ratio, 2.11; 95% confidence interval, 1.26 to 3.53; P=0.004) and higher costs of conducting the trial, up to a threshold of approximately $5 million (P<0.001). The 37 trials that focused on clinical events and cost at least $5 million accounted for 67% of the funds spent on clinical trials but received 82% of the citations. After adjustment of the analysis for a focus on clinical events and for cost, trial results that were classified as positive were published more quickly than those classified as negative. CONCLUSIONS: Results of less than two thirds of NHLBI-funded randomized clinical trials of cardiovascular interventions were published within 30 months after completion of the trial. Trials that focused on clinical events were published more quickly than those that focused on surrogate end points. (Funded by the National Heart, Lung, and Blood Institute.).",0
10284,10284,12740787,Sirolimus as primary immunosuppression in liver transplantation is not associated with hepatic artery or wound complications,"Sirolimus is a new immunosuppressive agent increasingly being used in liver transplant recipients. There is concern that sirolimus may be associated with wound complications and hepatic artery thrombosis (HAT). We have used sirolimus as primary immunosuppression in 170 liver transplant recipients and therefore reviewed our experience with wound complications and HAT in our cohort of patients. Records of all 170 patients administered sirolimus as primary immunosuppression and 180 historic controls were reviewed. Numbers of wound and hepatic artery complications were recorded, as well as the prevalence of obesity, reoperation, diabetes, and OKT3 use, all of which are risk factors for wound complications. The prevalence of wound complications was 12.4% in sirolimus-treated patients compared with 13.9% in historic controls (P = not significant [NS]). The prevalence of hepatic artery complications was 5.3% in sirolimus-treated patients compared with 8.3% in historic controls (P = NS). The prevalence of obesity and OKT3 administration was significantly lower in sirolimus-treated patients. Multivariate analysis failed to show an association between sirolimus therapy and hepatic artery or wound complications. The prevalence of wound and hepatic artery complications is not different in liver transplant recipients administered sirolimus as part of a primary immunosuppressive regimen compared with historic controls.",1
574,574,1773964,Wilson's disease in Scotland,"The prevalence and clinical features of Wilson's disease in Scotland were investigated. Thirty three cases were identified but adequate information was available on only 28. In 1989, the prevalence rate was 4 per million. Ten patients with a mean (SEM) age of 18 (1.9) years presented with neurological symptoms, 12 patients aged 14 (1.7) years presented with hepatic symptoms, and six patients aged 12 (0.9) years were asymptomatic siblings of patients with Wilson's disease. Nine (56%) of the 16 patients who underwent liver biopsy on presentation were found to have cirrhosis. Penicillamine treatment was stopped in nine patients because of: abnormal peripheral blood count (6), rash (2), and patient's own choice (1). Nineteen patients were alive in 1989 -12 were well, one had chronic liver failure, four chronic neurological disabilities, and two had both chronic liver failure and neurological disabilities. Twelve patients died from: complications of chronic liver failure (2), acute liver failure (4), pneumonia associated with immobility (4), and other causes (2). Several patients who died had received incomplete medical supervision. ",0
6762,6762,30765508,"A randomised, placebo-controlled study of omipalisib (PI3K/mTOR) in idiopathic pulmonary fibrosis","Phosphatidylinositol 3-kinases (PI3Ks) and mammalian target of rapamycin (mTOR) play a role in the pathogenesis of idiopathic pulmonary fibrosis (IPF). Omipalisib (GSK2126458) is a potent inhibitor of PI3K/mTOR.A randomised, placebo-controlled, double-blind, repeat dose escalation, experimental medicine study of omipalisib in subjects with IPF was conducted (NCT01725139) to test safety, tolerability, pharmacokinetics and pharmacodynamics. Omipalisib was dosed at 0.25 mg, 1 mg and 2 mg twice daily for 8 days in four cohorts of four subjects randomised 3:1 to receive omipalisib or placebo (two cohorts received 2 mg twice daily).17 subjects with IPF were enrolled. The most common adverse event was diarrhoea, which was reported by four participants. Dose-related increases in insulin and glucose were observed. Pharmacokinetic analysis demonstrated that exposure in the blood predicts lung exposure. Exposure-dependent inhibition of phosphatidylinositol 3,4,5 trisphosphate and pAKT confirmed target engagement in blood and lungs.  ",0
2213,2213,10377229,New (sulfonyloxy)piperazinyldibenzazepines as potential atypical antipsychotics: chemistry and pharmacological evaluation,"A series of 2- or 8-trifluoromethylsulfonyloxy (TfO) and 2- or 8-methylsulfonyloxy (MsO) 11-piperazinyldibenzodiazepines, -oxazepines, and -thiazepines were synthesized and evaluated in pharmacological models for their potential clozapine-like properties. In receptor binding assays, the 2-TfO analogues (18a, GMC2-83; 24, GMC3-06; and previously reported GMC1-169, 9a) of the dibenzazepines have profiles comparable to that of clozapine, acting on a variety of CNS receptors except they lack M1 receptor affinity. Introduction of 2-TfO to clozapine leads to compound 9e (GMC61-39) which has a similar binding profile as that of clozapine including having M1 receptor affinity. Interestingly, the MsO analogues, as well as the 8-TfO analogues, have no or weak dopaminergic and serotonergic affinities, but all 8-sulfonyloxy analogues do have M1 affinities. In behavioral studies performed to indicate the potential antipsychotic efficacy and the propensity to induce EPS, 2-TfO analogues blocked effectively the apomorphine-induced climbing in mice in a dose-dependent manner with ED50 values (mg/kg) of 2.1 sc for 9a, 1.3 po for 18a, 2.6 sc for 24, and 8.2 sc for 9e. On the other hand, they showed a clear dose separation with regard to their ED50 values (mg/kg) for indicating catalepsy in rats (>44 sc for 9a, 28 po for 18a, 30 sc for 24, and >50 sc for 9e, respectively), thus implicating a more favorable therapeutic ratio (K/A, ED50 climbing/ED50 catalepsy) in comparison with typical neuroleptics such as haloperidol and isoclozapine. Furthermore, compound 18a was also demonstrated to be an orally potent DA antagonist with an ED50 value of 0.7 mg/kg po in the ex vivo L-DOPA accumulation model. The present study contributes to the SAR of 11-piperazinyldibenzazepines, and the 2-TfO analogues of 11-piperazinyldibenzazepines are promising candidates as clozapine-like atypical antipsychotics with low propensity to induce EPS. ",0
7716,7716,2593049,Animal model of margosa oil ingestion with Reye-like syndrome. Pathogenesis of microvesicular fatty liver,"The aetiology and pathogenesis of Reye's syndrome (RS) are incompletely understood. A number of environmental toxins and biological agents, including viruses, have been postulated to cause RS, either acting alone or synergistically. Most investigations have suggested that the primary insult is in the liver mitochondria, leading to a complex biochemical catastrophe, with death from encephalopathy. Margosa oil (MO), a long-chain fatty acid compound, has been shown to cause a Reye-like syndrome with death from hepatoencephalopathy, in children in Malaysia and India. The present time-course study performed in MO-administered mice showed the development of hepatic lesions with many features of RS. MO acts rapidly, within 30 min, on the nuclei of hepatocytes inducing mitoses and binucleated cells. This is followed by mitochondrial injury, with swelling, rarefaction of matrix, loss of dense bodies, pleomorphism, and loss of ribosomes starting at 60 min. There is loss of liver glycogen, and proliferation and hypertrophy of the endoplasmic reticulum (ER), followed by the presence of lipid droplets in the hyaloplasm, and globules within dilated cisterns of the ER. Additional fatty acids from lipolysis of body adipocytes, and fat globules from intestinal MO ingestion further aggravate the liver fatty change. There is evidence of fat globule ingestion by endocytosis into hepatocytes at the level of the sinusoids. The development of microvesicular liver steatosis and glycogen depletion due to involvement of liver cell organelles occur rapidly as in RS.",1
6197,6197,28942404,Successful treatment using rituximab in a patient with refractory polymyositis complicated by scleroderma renal crisis,"Corticosteroids are the first-line treatment for patients with inflammatory myopathies. Myositis can be a clinical feature of scleroderma (polymyositis-scleroderma overlap syndrome), and treatment of this syndrome is a challenge for clinicians because moderate to high doses of corticosteroids are considered a risk factor for development of acute kidney injury in affected patients. We report here the case of a 56-year-old woman with scleroderma who developed polymyositis and was successfully treated with rituximab. Initial treatment of the polymyositis with prednisolone 40 mg/day was rapidly tapered to 2.5 mg/day due to development of scleroderma renal crisis, for which four weekly infusions of rituximab (500 mg; off-label) were given. She responded well to rituximab in addition to prednisolone 2.5 mg/day. Rituximab may improve inflammatory myopathies, even in cases where high-dose corticosteroids should be avoided due to complications. Rituximab should be considered as a treatment option in cases of refractory polymyositis. ",0
360,360,1524655,Interindividual variabilities in haloperidol interconversion and the reduced haloperidol/haloperidol ratio,"Metabolism of haloperidol in humans includes N-dealkylation to inactive metabolites and reduction to reduced haloperidol; reduced haloperidol is also oxidized back to haloperidol. A single 0.5 mg/kg (0.00133 mmol/kg) oral dose of haloperidol and reduced haloperidol was administered to seven Chinese schizophrenics in a randomized crossover manner separated by a 2-week interval. The clearance values for the different metabolic pathways of haloperidol and reduced haloperidol were determined. There were differences up to 10-fold in both oxidation and reduction capacities. There were also interindividual variabilities in the elimination of reduced haloperidol (0.37 +/- 0.20 L/hr/kg) and the N-dealkylation pathway (0.74 +/- 0.36 L/hr/kg). Four weeks after the single-dose study, the same patients also received haloperidol (10 mg) twice daily for 4 weeks. The reduced haloperidol to haloperidol concentration ratio (0.40 +/- 0.16) after the 4-week therapy is related to individual variabilities in the interconversion process and the N-dealkylation pathway of haloperidol. ",0
6393,6393,29194682,Impact of hepatitis C virus polymorphisms on direct-acting antiviral treatment efficacy: Regulatory analyses and perspectives,"Several highly effective, interferon-free, direct-acting antiviral (DAA)-based regimens are available for the treatment of chronic hepatitis C virus (HCV) infection. Despite impressive efficacy overall, a small proportion of patients in registrational trials experienced treatment failure, which in some cases was associated with the detection of HCV resistance-associated substitutions (RASs) at baseline. In this article, we describe methods and key findings from independent regulatory analyses investigating the impact of baseline nonstructural (NS) 3 Q80K and NS5A RASs on the efficacy of current United States Food and Drug Administration (FDA)-approved regimens for patients with HCV genotype (GT) 1 or GT3 infection. These analyses focused on clinical trials that included patients who were previously na?ve to the DAA class(es) in their investigational regimen and characterized the impact of baseline RASs that were enriched in the viral population as natural or transmitted polymorphisms (i.e., not drug-selected RASs). We used a consistent approach to optimize comparability of results across different DAA regimens and patient populations, including the use of a 15% sensitivity cutoff for next-generation sequencing results and standardized lists of NS5A RASs. These analyses confirmed that detection of NS3 Q80K or NS5A baseline RASs was associated with reduced treatment efficacy for multiple DAA regimens, but their impact was often minimized with the use of an intensified treatment regimen, such as a longer treatment duration and/or addition of ribavirin. We discuss the drug resistance-related considerations that contributed to pretreatment resistance testing and treatment recommendations in drug labeling for FDA-approved DAA regimens. CONCLUSION: Independent regulatory analyses confirmed that baseline HCV RASs can reduce the efficacy of certain DAA-based regimens in selected patient groups. However, highly effective treatment options are available for patients with or without baseline RASs. (Hepatology 2018;67:2430-2448).",0
3301,3301,17582070,Natural history of multiple sclerosis with childhood onset,"BACKGROUND: The course and prognosis of childhood-onset multiple sclerosis have not been well described. METHODS: We used data from 13 adult neurology departments affiliated with the European Database for Multiple Sclerosis (EDMUS) network to identify a cohort of 394 patients who had multiple sclerosis with an onset at 16 years of age or younger and a comparison group of 1775 patients who had multiple sclerosis with an onset after 16 years of age. We determined the initial clinical features, the dates of disease onset, and the occurrence of outcomes, including relapse, conversion to secondary progression, and irreversible disability as measured by scores of 4 (limited walking ability but ability to walk more than 500 m without aid or rest), 6 (ability to walk with unilateral support no more than 100 m without rest), and 7 (ability to walk no more than 10 m without rest while using a wall or furniture for support) on the Kurtzke Disability Status Scale (range, 0 to 10; higher scores indicate more severe disability). RESULTS: For patients with childhood-onset multiple sclerosis, the estimated median time from onset to secondary progression was 28 years, and the median age at conversion to secondary progression was 41 years. The median times from onset to disability scores of 4, 6, and 7 were 20.0, 28.9, and 37.0 years, respectively, and the corresponding median ages were 34.6, 42.2, and 50.5 years. In comparison with patients with adult-onset disease, those with childhood-onset disease were more likely to be female than male (female:male ratio, 2.8 vs. 1.8), were more likely to have an exacerbating-remitting initial course (98% vs. 84%), took approximately 10 years longer to reach secondary progression and irreversible disability, and reached these landmarks at an age approximately 10 years younger (P<0.001 for all comparisons). CONCLUSIONS: Patients with childhood-onset multiple sclerosis take longer to reach states of irreversible disability but do so at a younger age than patients with adult-onset multiple sclerosis.",0
